Tweet ID	Tweet	English
292921790236348416	im tha only one up in my house... why ?	1
292984591717916672	bought al fakher orange , grape and vanilla. its gonna be vanilla twilight.	1
293133514717675520	just set my alarm for the first time in weeks #morningstruggle ⏰	1
293170059466133504	explorando nuevos rincones (with rosalía at florentina pizza) [pic] —	0
293249197942128640	baltimore is going crazy ! the celebration has just begun	1
293274837479206913	i got my days &amp; nights mixed up like ima newborn or sum sht .	1
293326591050780673	bugis like got a lot of nice clothes ah	1
293450339900858368	tu, yo.. jugando xbox, piensalo.	0
293509122995924992	ya instalado, mañana al vaticano! (@ 1909 bed &amp; breakfast)	0
293815680430657537	no giuro. non ci capisco più niente! ahahah magari non è nemmeno russo ..	0
293840195969748992	ufff tenia que acabar mal el dia...	0
293847896816771073	jajajjajjajj me meeooo jajjajajjaja #queartetienes	0
293874908251955200	why was i the last to know.... haha	1
294139258304880642	i'm bout to diiiiive in @ nana's diner	1
294163258158510080	dear is by far the best bit on the . #killinit	1
294174331028770817	good afternoon and happy birthdayyyyyyyyyy *turns on music* time to partyyyyy	1
294180052097196032	after these exams i'm definitly gonna have to get together with friends #whatmakesthedaybetter	1
294301498437935106	dense fog advisory issued january 23 at 10:27pm cst until january 24 at 9:00am cst by nws lake charles	1
294331768427917312	everything makes more sense on a legal pad.	1
294338299055706112	buuuu entonce pa que me invitai?	0
294435183468351490	i didn't stop loving you, i just stopped showing it. (inspired by wakakak)	1
294569875047866368	time to do work &gt;&gt;&gt;&gt;&gt;	1
294636124050182146	jgn lpa bli mujair dgn ayam daging pa qt pe papa rt : morningg.. hari jumat, berarti ada dahsyatnya #pasarmolompar hahaha :d	0
294794954117627904	"thxyuuu jepa;;) : oke syg pasti;;) (˘ʃƪ˘) "" : yaa gpp jepa, doain cepet taken yaaa;;) "" """""	0
294801010562564096	“ : how some of you gays take pics wit y'all fingers in y'all es &amp; then post them on the internet is beyond me.”	1
294812993705877505	after all the dancehall artists i still get mad ova busy signal!	1
294822585982652417	no no. i don't wanna get out of bed. /: gonna be a long dayy	1
294823131246374912	i chose its safe enough to do a mag dump at contact distance on steel &amp; has impressive effects on soft tissue.	1
295010075599310848	we rang 999 and they told us to go away? rude that	1
295043348929077249	i just wanna sleep all day tomorrow!	1
295208789085413377	fiquei tanto tempo mexendo carne moída que acho que meu braço vai cair	0
295397948085383168	its not even like she tryin tk hide i see ur name	1
295494857517043713	есть миллионы шансов, что скоро будет все сбываться	0
295511445926461440	hha where did ya meet this gay fella :)	1
295614571140489217	les garçons qui font de la guitare &gt;&gt;&gt;&gt; *.*	0
295626814594875392	you never miss something til'ours gone	1
295678391976353792	well two of my friends are on the way right now. so that's random again u picked dallas. lol. so now u gotta drive us.	1
295692585354272768	but i love more. better than david at footy too	1
295729914617946112	minas resentidas hay miles... chicas, quieranse please!!!!!! si te dejaron es por algo, si no t quieren es por algo... atinennnnn !!!!	0
295914971416629248	era deus caminhando o tempo todo com você.	0
295998459360714752	today i tripped and i'm 100% sure a ton of people driving on johnston saw it. my day&lt;&lt;&lt;	1
296054222259105792	sen bana aşık olunca devreleri fena yakmışsın diyeydin. yazık la bebeye	0
296073075701731331	can’t tell when it’s for real, or if it’s only for the chase	1
296145159123529728	"rt : ngomongin jerawat lu -_- aishhh : ngmngn apaan sih :s rt : emgnya malam minggu miko :p"""	0
296272162694787075	“ : deu ni do nen!! vas fort”. si volem baixar dels 60' als bombers és el que toca...;)	0
296309701686210561	you have the most perf voice ever	1
296392832804089858	all day i thought it was weird wednesday. #letdown	1
296449909085847552	not even cool, he's seriously hurt	1
296501293344776192	3026 ... (@ (jimmuji sta.) (kk52))	0
296709091890454528	direk 2 ilk yarıda ikinci yarıda ;)	0
296768248085622784	#asksloane favorite for the superbowl? and what team do you support?	1
296839605884428289	i gotta stop talking and just do it.. talk is cheap	1
296952352932499456	listening to edc recaps, can't wait for edcny 2013 at citi field!	1
297294306279038976	apa lagi nak buat selain sabar?	0
297317500738228225	evet bebegim cok ihmal ediyosun beni bugünlerde :d	0
297377835746729984	oh brill so now my pers hanging off might as well just leave it falls off completely	1
297401147638046720	and i say hey ey ey ey ey hey ey ey i said hey whats going on?	1
297401743065640960	how are you mixed and have an inch of nappy hair on yo head tho?.. youre mixed alright .. with black .. black and more in black	1
297463114327285762	enfin jjj y que es de tu vida amool mañana salez?	0
297706090135687168	i really want to study abroad in israel.	1
297802546741927937	c'est pas trop tôt quand même :-)	0
297824285731454976	me and makarah got matching underwear again . n#bestfriendprobs	1
297864890780090368	early valentine's gift for dan and ... i'm so sweet #bowman #bourbon @ hollister house	1
297901276342136832	i'm at lahore karahi (san francisco, ca)	1
297905869381849088	at husein sastranegara airport —	1
298001197187604480	oke nungguin dikosan sampe mlm :|	0
298142499103469568	i'm at heybeliada (i̇stanbul, türkiye)	1
298248380331720705	i was so productive this weekend, i think i should get this week off. :-)	1
298262082976112641	fuyoo jaoh gila!! (@ uitm puncak alam)	0
298279602873319424	haha! cox i know you are saying about me	1
298455041851928577	i'm at hacettepe üniversitesi (ankara, türkiye) w/ 8 others	1
298505210106630146	i'm at bistro kafe (tekirdağ, türkiye) w/ 8 others	1
298601561486131200	i would love to know why everybody hates everybody makes no sense to me sometimes	1
298812329485811715	"jgn ngmg gtu kak ntar d cabut loh nyawa nya sm wempi :'( rt : hahahaha udh sarap ank ini aslee : alhamdullilah 0:)"""	0
298824941707591680	danny boy, when is nhl trade deadline this year?	1
298954709518147585	é optimo sem duvida!! tens de tirar a carta rapido! depender dos transportes publicos ou dos pais é terrivel	0
299021856248315904	i just became the mayor of сканира on !	1
299283178097635328	kızlar o zaman yapın da yiyelim huehueuheuh	0
299295865913348097	eu e a bianca vamos fazee liçao todo dia juntas	0
299299690799845376	every single day i think about how we came all this way the sleepless nights and the tears you cried it's never too late to make it right	1
299487348339646464	hady n eriza ad kat umh ak..sape nk pijak dieorg jemput dtg umh k #setiahujungnyawa	0
299508995213905920	“ : #tbt happy birthday you &amp; look buzzed about the prospect of cake	0
299553060492034048	euuuuh il a dit un truc de ouf.	0
299653706809503744	thats iite my ma bout to give me some $$$$$$ anyway lol	1
299664049975746560	what do i stand for? most nights i don't know anymore.	1
299890785854291968	iemand anoniem verr en met een tweet? volg , stuur ze je tekst in dm en zij tweeten het! 100% anoniem	0
299895282009788416	just read that you have landed a new job. congratulations!	1
299985295938551808	i'm at bahçeli 7. cadede w/ 2 others	1
300045069048766464	"saha maonah teh? nu sok ngajual emas nya : ma'onah.. :p : naona ? pantona "" : *bukabuka """	0
300065138948595712	oovoo with my da nigg #nicksjealous	1
300080779332042755	acara di tv bikin pengen kesana (۳˚д˚)۳	0
300141236038270976	oo ...its ok nothing good has came out anyway, your not missing out lol	1
300188937777995776	hahahaha boys night in dropping and getting mwi #sostraight	1
300266486361104384	a darle con tokio japon!!!! (at ) [pic]:	0
300322677623762945	quero ir pra praca,o gu nao para de me ligaaaaaaar	0
300495671646121984	walaupon rasa mcm tak mmpu tp tahan ja semampu mngkin	0
300504160946778112	wait. you told your mum. ohmygod. wait. you show her my picture? whats wrong with you?!?! hahahaha	1
300644321860935680	tottenham - bale #favoriteplayerfromeachpremierleagueteam	1
300648918692274176	raíssa ficou com raiva só pq eu falei pra ela tomar conta da vida dela hahaha	0
300650324044161024	with #rvp and #rooney, and danny and #chicha, i smell another #treble in the making... #foreverunited	1
300677691923890176	vou comprar um cachorro quente com meu irmão bjux	0
300929647649116160	bon ben ..pas de question alors	0
300937931806355456	una toga disfrazada de juez y resulta que la maricona es un puto socialista disfrazado de juez valla cara dura y cobrando	0
300953974876540928	"надежда — опасная штука. надежда может свести человека с ума. n побег из шоушенка """""	0
301025022150078465	cavs suite and dinner with my favorites #cantwait	1
301054747153141760	&amp;&amp; she just had to come bring me all this work	1
301055896501501952	los amigos son como los buenos libros; no es necesario tener muchos, sino tener los mejores!!!... n nexcelente inicio de semana!!! : )	0
301104743374274561	“ : can this day get any ing worse honestly n n nhonestly”	1
301119918294843392	acabo de publicar una foto @ pj 377	0
301196623722213377	i'm at паркинг (санкт-петербург)	1
301226969570365441	а еще утром мама говорила, что в одной рубашке мне будет холодно т_т	0
301312395022852096	heh... ktanya mw plg :-/ .when ???	0
301329503244918784	i'm at children's pediatric center (canton, ga)	1
301467273548406784	ask.fm is pointless and stupid.	1
301530612127371264	netflix until i fall asleep:) have an early day tomorrow	1
301718223240437760	": you should probably just go back to bed. #hotmes press "" amen to that. #wishfulthinking"""	1
301805489682010112	a mi no me consta. #hilillosdepastilina	0
301917867719413761	&lt;3 tuuu me dejai botada! te mando mensajes terrible bonitos y tu me ignoras:(	0
301962189173039104	i'm at i̇skenderun otogarı (hatay, türkiye)	1
302044137190993920	haciendo un aro aro en el camino !	0
302069735363850240	q tengas un muy buen dia d la amistad y porque no tambien del amor!!#felizsanvalentin	0
302298135974268928	güzel sanatlar degıl endüstri amk	0
302672699937923074	por feo culiao #felipechantaculiaoándatedetwitter	0
302710721324658688	buenos días, me duele la garganta...:s	0
302827591520362497	mahalle yemegi :)) taner (@ city's mahalle w/ 12 others)	0
302932528682110976	i do doe u live in willingboro next to that one house wit the gr and the roof and yeh i remember ctfuuuuu	1
302933786784591872	bref je viens de rentrer la .. jvais bientôt aller dodo :)	0
303053630905397251	no me puedo dormir. el libro ya me aburrió y me quede sin vidas en el candy crush. así qué hola.	0
303157699863003136	b chillings enzo in huize dijkk	0
303264428080640000	moving furniture and getting ready for a choir photo shoot. (@ james f. e college of business administration)	1
303306111262539776	yeahhhh we went out last night, one thing started leading to another	1
303342438083342336	lo más difícil de irme cada fin es decirte te veo el próx. fin :(	0
303428995830136832	ga takut : mu bisa jumpa chelsea	0
303524235748470784	jajjajaja..vallaa..jajaj..venga valee..las iis..jajaja	0
303539222210564096	u ain't my type shawty fall back	1
303547430425739264	hastayım şu uykunun gelip beni bastırmasına	0
303575620338737152	setan. belom tau klo gw jadi super seiya 3. yaudah sorry jg nih. laen kali ati2 klo ngomong	0
303669409250156544	rt “ : esse mundo é tão desgraçado, sujo e filho da puta, que quando alguém tem boas intenções, a gente já fica desconfiado.”	0
303767245526540289	i want you in my room. lets spend the night together, i wanna be with you. i want you in my room.	1
303875664073863168	"rt : sebagaian dari perjalanan kehidupanku :) #du """""	0
304001023255658497	your more special than i first thought haha	1
304035630780907520	only thing we got on is the radio	1
304077036941623296	te lo juro mi vida, eres mi amor joven hahah, oye dm.	0
304146515532869632	kocaeliye doğru hareket yanmaz nano nani no dido libido nano teknolojik kumas	0
304381614543237120	rlx, cartano vai calar os bambis	0
304388182785531904	geselliche joene hoan mei &lt;3	0
304405857519673344	#mentionsomeoneyoucantrust only in la sometimes	1
304520311699816448	asli najis bgt bob hahahaha. pake ngajakin ke kua segala lg. kua itu kantor urusan alayers, ya? xp	0
304658468005109760	zest date with and #amafarrell at heart!	1
304719491068219392	mando vocês se foderem agr ou necas?	0
304983299967836161	i just ousted as the mayor of taksi oulu on !	1
305003403233333248	mais si wsh azi dailleur jdmandais mme pas a toi voilaa ko c'rien	0
305027600315736064	um ano e três meses, os três meses de enrolação mas enfim...	0
305045077892419585	quieren un seguidor más? sigan a da follow back!! &lt;3 x7	0
305060412343349248	iyi yayinlar antalyadan teyzem nilgun ozgure kamuran hanimdan artik sevmeyecegim sarkisini armagan ediyorum cok tesekkur ederim...	0
305190645482541056	you are beautiful don't let no one tell you different	1
305257598976933888	didzhalimi bkn mati,difitnah bkn punah,ditampar bkn terkapar,dihujat bkn sekarat,dianiaya bkn sengsara,dikikis bkn habis,dijajah bukan kalah	0
305393381461352449	i'll sell you my pentax if i can get it fixed! i just had to order a new 35mm.	1
305425929226829824	technically he is really bad lol just think £1.2m could of been spent more wisely. need a 15/20 goal man.	1
305431339858022400	y'a un truc qui me dérange, peut être son nez!	0
305757279217668096	i'm at (santiago, región metropolitana) w/ 4 others	1
305759170811031552	do you hate it too? i can't stand it.	1
305994756561985537	pourquoi on a 3 semaines au final ?	0
306002973220290560	retour a belfort et le soleil est venu avec moi. #ootd	0
306035168718757890	mia zia si è data la porta del garage in fronte hahahahahhahahahahahahahahahahahahahahahahahahahahahahahahhahaha ariaaa hahahhhahahahahahahh	0
306068139945377792	cracker barrel, then its back to ft	1
306072631969456128	no school, but still no more snow :d	0
306172737687285761	“ : some people are just gimps..laughable” sorry	1
306203032855646210	guys who don't know how to wear beanies &gt;&gt;	1
306208338998329345	sometimes it's not what you say, it's how you say it @ the towers	1
306357576327630850	a few people said that my belly had reduced in size #bestcarryon #gym #tour	1
306432390287458304	kkkk hj subi co regis co gui ca raiane e ca larissa kkk mo zuera '-'	0
306495254377414656	i could say so many ty things about you, but i won't because i'm better than that.	1
306523041637224448	no es puyol el problema. creo que fabregas jamás esta a la altura de estos juegos.	0
306524522364932097	there was a fight in my cl today ooo turn up!!	1
306557757736226816	ahhh love and basketball is on ((: #nightismade #lovethismovie #yayy	1
306602078996930561	don't wake me upppppppppo ohhhhh	1
306804953358413824	"hahaa nd mabo ini ksiang. sadar2 ene:p : mabo stw (˘_˘ "") krg tau le kw no hehe "" : hahaa. mambo ato mabo? :s "" """""	0
306913099502452736	rage against the machine are on the 'see live before i die list'	1
306991457254903808	i'm so excited for the game tomorrow, i can't sleep #athleteprobs	1
307201197863993344	kåberg åker mest runt i rocklunda och försöker plocka ur flatlöss ur sitt skägg...	0
307245112046538754	for 's #ted2013 #tedactive #dataviz senior project. best wishes, glen! :) @ tedactive 2013	1
307437328731869184	keep me close , keep me closeeee. keep me head above water.	1
307491171037483009	åh litt av vært :) neida, smålig irritasjonsøyeblikk bare	0
307514398916894721	waiting to head to the resort (@ disney's magical express depot) [pic]:	1
307547051632230401	i'm at burger bakar kaw-kaw (wangsa maju, kuala lumpur) w/ 3 others	1
307638147670478848	bazen bir ileti yazarsın 50 kişi beğensin diye değil, sadece 1 kişi okusun diye...	0
307745995939274752	well that was fast! glad you made it safe!	1
307856989734707200	yea pearl is ready i believe, but no please i feel so little *tall freshies voice*	1
307954389841231873	estoy en un salón que se podría jugar al kinect y a la wii a la vez aquí dentro, y estoy seguro al 80% de que no habría víctimas mortales.	0
307969023717543936	et vous avez un beau pe cul aussi !	0
308005816114503680	moi c'est connexion par wifi sans câble c'est pour sa	0
308073365392986112	masquerade fundraiser! alcohol + children's museum = dream come true. (at w/ 11 others)	1
308125349517082625	mvc unknown injury | s riverside ave/e 12th st, mf | units: 8103 | time: 03.02.2013 23:58:08	1
308276399037349889	"kita nak full back yang pandai cross utk striker "" - winning aiming fan.. n ""weh pale hang, full back tugas dia bukan utk cross la "" - pencacai"""	0
308301891970949121	#ivi gracias por todo también,os lo agradezco mucho ;)	0
308336079788994560	haha elle a trop lseum mdrrrrrrrr	0
308418430674038784	doing ms.abad's homework. i will forever dislike that woman with all my heart. i can't say hate, i don't hate anybody b	1
308608248318144512	do things the way god intended in the first place, then you won't have to worry about shortcuts!	1
308621720242237440	the day i wear a short sleeve it's freezing # mylife	1
308663113786462208	i love coming out of the shower smelling of strawberries	1
308696177635889153	se me quer do teu lado tem que me fazer rir	0
308709263784689665	i'm at disney technology solutions &amp; services (seattle, wa)	1
308780634053156864	my friend...je i know ppl lol i was gonna do it today but i dk i know what mami was gonna say	1
308950520222072832	puto internet que mal va #joder	0
308951702869012480	diukur dr sisi mn saja tetep kalah q, rt *ra nyambung banget* wah ngjak selek ki :d rt : beda lah,wong kuru ro gendu	0
308987996470927361	yay okay and how are you getting there?	1
309141575131340800	thanks for your kind words, tim! i hope our paths continue to cross. have a great week!	1
309331102995193856	i'll give you a polite handshake if you do.	1
309443719986311168	bah comprendre ce que tu dis idiote	0
309474220868505600	the dm i sent my best trayana &gt;&gt;&gt;&gt;&gt;	1
309528663244808192	i wonder what my life would be like if i never met my bestfriend	1
309549185999462400	"3 erkek yalanı; özür dilerim, üzmek istemedim, seni seviyorum. 3 kadın yalanı; i̇yiyim ben, yoo valla kızmadım, seni sevmiyorum. """""	0
309644304236822528	i don't want to go back to work.	1
309674616660566016	: [info] bukan 4 mata di mana akan tampil yg tadinya akan tayang malam ini diundur menjadi hari senin,11 maret 2013 jam 22.00	0
309701866768445440	mate he mentioned my name in famous	1
309783853051023361	fenerbahçe'li olmak ne guzel bir seyy :) avrupanın yükselen güneşi fenerbahçe	0
309882666478612481	ish blum di follback bah, g enak lah k hhee	0
309938052426510336	#love#instagood#me#cute#tbt#photooftheday#instamood#tweegram#iphonesia#picoftheday#igers#summer#girl#insta…	1
310064065894567937	en route back to rural monmouthshire. bring on the food, golf &amp; sky tv!	1
310170769260945408	oh gt, emg dasarrnya musim ujan ya neng, kapan aja pastio ujan :( rt : blom aja bli,sore biasanya :d rt : tumbe	0
310218789511905281	“ : u just gotta smile sometimes”	1
310265774411489281	i'm at my mailbox (eden prairie, mn)	1
310266894320013312	actually an unbelievably impressive dj and performer #vinnyvibe	1
310271818374201344	sooo ed yuuuuppp bouuutta start a figgght	1
310294056540446720	just posted a photo @ pulau warisan	1
310321621309206528	these late night cravings make me wonder if i may be pregnant after all.	1
310355259971219457	&gt;&lt; enfia &gt;&lt; esse &gt;&lt; emoticon &gt;&lt; no &gt;&lt; seu &gt;&lt; cú &gt;&lt;	0
310368211898101760	i was such a happy person in taiwan. (excluding the terrible pms days) i wanna go back every winter and be happy.	1
310610130884493312	naw, she knows i'm not like that lol	1
310709921517817856	i'm at home (seksyen 7, shah alam, selangor)	1
310907783656648704	comenzó la última función de che cuñada che mondohota y silvio rodas	0
310920173831995393	"özüm ölüm elə bildim yaş kəmalə əriyincə "" yazmısan. 2 dubl ölürəm."""	0
310980865226317824	yaelah parah amat barca beli pemain gk ad yg berkembang, di php'in dwnk! : - alex song minta pulang ke nal	0
311064717764472833	i'm at bulvar avm (samsun, türkiye) w/ 6 others	1
311157864918028288	día mas ogt no se puede, se me olvidó el cargador y esta madre ya se está descargando :/	0
311175707558551553	nao da pra manda por dm é importante	0
311182133072908289	packing equals lame n#canihaveamaid #please	1
311329508479340544	can't wait to trade her in thou! black on black all blacked out my next car!	1
311448655943045120	i'm at agra (bologna, emilia - romagna)	1
311478360343719936	agiel's day :) (with , , and 2 others at solo's bistro) [pic] —	1
311590427956498433	thanks. i have android now but not too many paid apps.	1
311646681739427840	springsteen is such a happy song; it always makes me feel better, lol.	1
311812130284371968	hahaa ndak adapi fotoku yg sama sumo ?? hahahaaaa rt : ndag seru itu di liat ndag ada (cont)	0
311871169194229760	mais quando isso não acontece, nos sentimos a pior pessoa do mundo para qualquer coisa.	0
311939284754128896	": papa francisco i é contra casamento gay: é 'movimento do diabo', disse ...."""	0
311988496703311873	get cho ol broke foot having outta here lol	1
312003961089585153	im sorry. :(((((( i don't like mr. harrison	1
312007807232798720	dennis rodman is 2 letters away from being rodman ok the bus is here peace	1
312142536602943489	i wish i could just sleep alll day!	1
312226200359682048	aquele momento em que todo mundo sai pra almoçar e vc fica esperando dar a hora de ir embora rachando de fome	0
312320769189351424	nothing to wine about here. @ la taverna dei golosi	1
312340343951589376	ya estoy aquí peleando y esto es del diablo .	0
312449362313744384	if trey songs doesn't make it in music, he should model #oohlala	1
312499308433924096	udah pada ppppppppppuuulang belo ga kebayang harlem shake-an besok. huahahaha gila ya. bes	0
312560868225318912	if we don't get tickets today i'm gonna be so mad...	1
312624914903474176	meses preparándose para la maratón de barcelona y dos días antes con fiebre :( #vamospadre	0
312662881860734977	sa msoul qki parl de mw qkom sa	0
312697971487686656	funerals are hard to go to #sadtweet	1
312720583118954496	holy pies i was just about to tweet this at you !!!	1
312744436067086336	: bruh waka stupid as for whatever he did to gucci, that's like me dissing my parents , u can't diss who brought you in	1
312775822090059777	she wants theeee v you dirty slota	1
312829597051928576	lu lh lay lu, kan lu yg suka main tengah mlam .. haha	0
312920194039312384	drinking and arctic monkeys, doesn't get much better	1
313080802185461760	chilling with the ladies at the park its such a nice day out today (=	1
313138885066620929	the drunk texts i'm getting right now&gt;&gt;	1
313293185076064256	rumbo a sevilla con mi de acompañante y los gritos de que no me dejan dormir jajajajaja	0
313494902036123648	": queremos a circo pop en la #revistaokcircopop// ooh sii queremos!!"""	0
313549419276537857	"ka aku karunya teu? rt : karunya """""	0
313629983618760704	ok non voglio sapere niente ! #maledetti	0
313676477440860160	if you need me, you'll come find me	1
313885903338758145	de esas veces que estas super empinado sentimentalmente pero algo pasa super enorme y te da voluntad para estar feliz!!	0
313970468828897280	i'm at maju ahmad paya jaras (sunga buloh, selangor)	1
313988596753367040	i ain't sleeping i'm working out all day ! #gettingfit	1
314008137931833344	every once and a while i try to help another belieber. i gifted like 20 believe al s on itunes to american beliebers	1
314177252181045249	talking bout i can't talk to boys round him lol chile bye	1
314181895225217024	estoy casi segura que . tiene deficit atencional	0
314196478761508865	agora imaginem uma menina de 12 anos grávida, imagina a barra que deve ser ter um filho tão nova, já não é o suficiente?!	0
